id,link,text,author,handle,date,month,year
785e15,/HillaryClinton/status/785272428905791489,Remember. #Debatepic.twitter.com/rlMbTt5WwY,HillaryClinton,clinton,2016/10/9,Oct,2016
785e15,/HillaryClinton/status/785325012152713216,She won. http://hrc.io/2dQkjipåÊ #Debatepic.twitter.com/C4MP8cPONF,HillaryClinton,clinton,2016/10/9,Oct,2016
785e15,/HillaryClinton/status/785282982261190656,Let's go. #Debatepic.twitter.com/HD3ZVJ9xl8,HillaryClinton,clinton,2016/10/9,Oct,2016
787e15,/HillaryClinton/status/786963642080227328,"""Everyone knows how bright she is and how resilient she is, but...they're going to see how much she cares."" ‰ÛÓ@JoeBidenpic.twitter.com/QYF2Ewy55Y",HillaryClinton,clinton,2016/10/10,Oct,2016
787e15,/HillaryClinton/status/786958117531742208,"""All the progress we've made these last 8 years is on the ballot."" ‰ÛÓ@POTUSMake sure you're ready to vote:http://IWillVote.comåÊ",HillaryClinton,clinton,2016/10/10,Oct,2016
787e15,/HillaryClinton/status/786956647306522624,"""You have a chance to reject the politics of fear. You can lift up again the politics of hope.‰Ûù ‰ÛÓ@POTUS http://IWillVote.comåÊ",HillaryClinton,clinton,2016/10/10,Oct,2016
787e15,/HillaryClinton/status/786956397766385665,"""Change is possible, but it doesn‰Ûªt just depend on one person‰ÛÓit depends on all of us.‰Ûù ‰ÛÓ@POTUS http://hillaryclinton.com/volunteeråÊ #StrongerTogether",HillaryClinton,clinton,2016/10/10,Oct,2016
787e15,/HillaryClinton/status/786955912409907200,"""She knows that in a democracy as big and diverse as this, we can't demonize each other.‰Ûù ‰ÛÓ@POTUS on Hillary",HillaryClinton,clinton,2016/10/10,Oct,2016
787e15,/HillaryClinton/status/786954388682203141,"""He may be up at 3am, but it‰Ûªs because he‰Ûªs tweeting insults at somebody who got under his skin.‰Ûù ‰ÛÓ@POTUS on Trump",HillaryClinton,clinton,2016/10/10,Oct,2016
787e15,/HillaryClinton/status/786954200584454144,‰ÛÏShe's got the knowledge and experience and the temperament to be the next Commander-in-Chief.‰Ûù ‰ÛÓ@POTUS on Hillary,HillaryClinton,clinton,2016/10/10,Oct,2016
787e15,/HillaryClinton/status/786952383079284737,"""She's in the arena for you, fighting every day to make sure everybody gets a fair shake.‰Ûù ‰ÛÓ@POTUS on Hillary",HillaryClinton,clinton,2016/10/10,Oct,2016
