id,link,text,author,handle,date,month,year,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
7.85E+17,/HillaryClinton/status/785272428905791489,Remember. #Debatepic.twitter.com/rlMbTt5WwY,HillaryClinton,clinton,10/9/16,Oct,2016,5,92.84,97.69,43.37,25.77,2.5,80,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,0,20,0,20,0,0,0,100,60,0,0,0,0,0,0,0,0,0,40
7.85E+17,/HillaryClinton/status/785325012152713216,She won. http://hrc.io/2dQkjip•À_•À_ #Debatepic.twitter.com/C4MP8cPONF,HillaryClinton,clinton,10/9/16,Oct,2016,11,79.25,96.52,1,99,5.5,36.36,36.36,9.09,9.09,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,9.09,9.09,0,0,0,0,18.18,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,9.09,9.09,0,9.09,0,9.09,0,0,0,0,0,0,0,9.09,0,0,0,0,18.18,0,18.18,0,0,0,72.73,36.36,0,0,0,0,0,0,0,0,0,36.36
7.85E+17,/HillaryClinton/status/785282982261190656,Let's go. #Debatepic.twitter.com/HD3ZVJ9xl8,HillaryClinton,clinton,10/9/16,Oct,2016,6,60.8,99,23.51,25.77,3,50,50,16.67,16.67,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,33.33,0,16.67,16.67,0,0,0,16.67,0,0,0,0,16.67,0,16.67,0,0,0,100,50,0,0,0,0,0,0,0,16.67,0,33.33
7.87E+17,/HillaryClinton/status/786963642080227328,"""Everyone knows how bright she is and how resilient she is, but...they're going to see how much she cares."" •À_•À_•À_@JoeBidenpic.twitter.com/QYF2Ewy55Y",HillaryClinton,clinton,10/10/16,Oct,2016,24,1,98.11,1,99,12,20.83,83.33,54.17,16.67,12.5,0,0,0,12.5,0,4.17,0,4.17,12.5,12.5,20.83,0,29.17,0,0,12.5,0,4.17,8.33,8.33,0,0,0,0,25,0,0,12.5,0,25,4.17,12.5,0,0,4.17,4.17,8.33,8.33,0,0,0,0,0,0,0,4.17,4.17,0,0,0,0,0,25,4.17,4.17,4.17,0,0,0,4.17,0,0,0,0,4.17,0,4.17,0,0,0,50,25,4.17,0,0,0,0,0,8.33,4.17,0,8.33
7.87E+17,/HillaryClinton/status/786958117531742208,"""All the progress we've made these last 8 years is on the ballot."" •À_•À_•À_@POTUSMake sure you're ready to vote:http://IWillVote.com•À_•À_",HillaryClinton,clinton,10/10/16,Oct,2016,24,80.75,95.2,7.84,99,12,8.33,70.83,33.33,12.5,8.33,0,4.17,4.17,0,0,4.17,8.33,8.33,12.5,0,0,0,20.83,0,0,0,4.17,4.17,8.33,8.33,0,0,0,0,8.33,0,0,0,0,16.67,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,8.33,4.17,4.17,0,0,0,8.33,12.5,0,12.5,0,4.17,8.33,0,0,0,0,0,0,4.17,0,4.17,0,0,0,37.5,8.33,0,4.17,0,0,0,0,8.33,8.33,0,8.33
7.87E+17,/HillaryClinton/status/786956647306522624,"""You have a chance to reject the politics of fear. You can lift up again the politics of hope.•À_•À_ •À_•À_•À_@POTUS http://IWillVote.com•À_•À_",HillaryClinton,clinton,10/10/16,Oct,2016,24,98.02,95.2,1,1,8,12.5,79.17,50,8.33,8.33,0,0,8.33,0,0,0,12.5,16.67,8.33,4.17,0,0,8.33,8.33,0,0,0,0,12.5,4.17,8.33,4.17,0,4.17,8.33,0,0,0,0,8.33,0,0,4.17,8.33,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,12.5,4.17,8.33,0,4.17,4.17,8.33,0,0,0,0,0,4.17,0,4.17,0,0,0,25,12.5,0,0,0,0,0,0,4.17,0,0,8.33
7.87E+17,/HillaryClinton/status/786956397766385665,"""Change is possible, but it doesn•À_•À_t just depend on one person•À_•À_•À_it depends on all of us.•À_•À_ •À_•À_•À_@POTUS http://hillaryclinton.com/volunteer•À_•À_ #StrongerTogether",HillaryClinton,clinton,10/10/16,Oct,2016,25,72.8,78.82,20.24,25.77,12.5,20,68,36,12,4,0,4,0,0,0,8,0,12,4,4,4,0,12,0,0,0,4,4,0,0,0,0,0,0,8,0,0,0,0,24,0,12,0,12,4,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,12,0,12,4,8,0,0,0,0,0,0,0,4,0,4,0,0,0,32,8,4,0,0,0,0,0,4,0,0,16
7.87E+17,/HillaryClinton/status/786955912409907200,"""She knows that in a democracy as big and diverse as this, we can't demonize each other.•À_•À_ •À_•À_•À_@POTUS on Hillary",HillaryClinton,clinton,10/10/16,Oct,2016,20,51.43,50,74.76,25.77,10,20,75,60,25,10,0,5,0,5,0,15,5,20,0,0,15,5,5,15,10,0,0,5,0,0,0,0,0,0,10,0,0,5,0,15,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,5,0,5,0,0,0,10,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,5,0,0,0,0,0,5,5,0,5
7.87E+17,/HillaryClinton/status/786954388682203141,"""He may be up at 3am, but it•À_•À_s because he•À_•À_s tweeting insults at somebody who got under his skin.•À_•À_ •À_•À_•À_@POTUS on Trump",HillaryClinton,clinton,10/10/16,Oct,2016,24,49.05,99,7.84,1,12,16.67,79.17,62.5,25,12.5,0,0,0,12.5,0,12.5,0,20.83,8.33,0,8.33,0,12.5,0,0,4.17,0,0,4.17,0,4.17,0,4.17,0,29.17,0,0,0,12.5,16.67,0,4.17,0,8.33,0,4.17,4.17,0,0,4.17,4.17,4.17,0,0,0,16.67,4.17,0,8.33,4.17,0,4.17,4.17,4.17,20.83,0,20.83,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,4.17,4.17,0,0,0,0,0,4.17,0,0,4.17
7.87E+17,/HillaryClinton/status/786954200584454144,•À_•À_•À_She's got the knowledge and experience and the temperament to be the next Commander-in-Chief.•À_•À_ •À_•À_•À_@POTUS on Hillary,HillaryClinton,clinton,10/10/16,Oct,2016,19,96.69,70.08,19.27,25.77,9.5,26.32,84.21,52.63,5.26,5.26,0,0,0,5.26,0,0,15.79,15.79,10.53,0,10.53,0,15.79,5.26,0,0,0,0,0,0,0,0,0,0,5.26,0,0,5.26,0,5.26,5.26,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,15.79,0,0,10.53,5.26,0,5.26,10.53,0,15.79,0,10.53,5.26,0,0,0,0,0,0,0,0,0,0,0,0,26.32,5.26,0,0,0,0,0,10.53,0,5.26,0,5.26
