,date,year,id,link,retweet,text,author
0,10/9,2016,7.85E+17,/HillaryClinton/status/785272428905791489,FALSE,Remember. #Debatepic.twitter.com/rlMbTt5WwY,HillaryClinton
1,10/9,2016,7.85E+17,/HillaryClinton/status/785325012152713216,FALSE,She won. http://hrc.io/2dQkjipåÊ #Debatepic.twitter.com/C4MP8cPONF,HillaryClinton
2,10/9,2016,7.85E+17,/HillaryClinton/status/785282982261190656,FALSE,Let's go. #Debatepic.twitter.com/HD3ZVJ9xl8,HillaryClinton
3,10/10,2016,7.87E+17,/HillaryClinton/status/786963642080227328,FALSE,"""Everyone knows how bright she is and how resilient she is, but...they're going to see how much she cares."" ‰ÛÓ@JoeBidenpic.twitter.com/QYF2Ewy55Y",HillaryClinton
4,10/10,2016,7.87E+17,/HillaryClinton/status/786958117531742208,FALSE,"""All the progress we've made these last 8 years is on the ballot."" ‰ÛÓ@POTUSMake sure you're ready to vote:http://IWillVote.comåÊ",HillaryClinton
5,10/10,2016,7.87E+17,/HillaryClinton/status/786956647306522624,FALSE,"""You have a chance to reject the politics of fear. You can lift up again the politics of hope.‰Ûù ‰ÛÓ@POTUS http://IWillVote.comåÊ",HillaryClinton
6,10/10,2016,7.87E+17,/HillaryClinton/status/786956397766385665,FALSE,"""Change is possible, but it doesn‰Ûªt just depend on one person‰ÛÓit depends on all of us.‰Ûù ‰ÛÓ@POTUS http://hillaryclinton.com/volunteeråÊ #StrongerTogether",HillaryClinton
7,10/10,2016,7.87E+17,/HillaryClinton/status/786955912409907200,FALSE,"""She knows that in a democracy as big and diverse as this, we can't demonize each other.‰Ûù ‰ÛÓ@POTUS on Hillary",HillaryClinton
8,10/10,2016,7.87E+17,/HillaryClinton/status/786954388682203141,FALSE,"""He may be up at 3am, but it‰Ûªs because he‰Ûªs tweeting insults at somebody who got under his skin.‰Ûù ‰ÛÓ@POTUS on Trump",HillaryClinton
9,10/10,2016,7.87E+17,/HillaryClinton/status/786954200584454144,FALSE,‰ÛÏShe's got the knowledge and experience and the temperament to be the next Commander-in-Chief.‰Ûù ‰ÛÓ@POTUS on Hillary,HillaryClinton
10,10/10,2016,7.87E+17,/HillaryClinton/status/786952383079284737,FALSE,"""She's in the arena for you, fighting every day to make sure everybody gets a fair shake.‰Ûù ‰ÛÓ@POTUS on Hillary",HillaryClinton
11,10/10,2016,7.87E+17,/HillaryClinton/status/786952165575258112,FALSE,"""Hillary is one of the smartest, toughest, best-prepared, most experienced candidates to ever run for this job.‰Ûù ‰ÛÓ@POTUS",HillaryClinton
12,10/10,2016,7.87E+17,/HillaryClinton/status/786951503064039424,FALSE,"""You can go vote early right now. Early voting started on Wednesday...go to http://IWillVote.com/locateåÊ."" ‰ÛÓ@POTUS in Ohio",HillaryClinton
13,10/10,2016,7.87E+17,/HillaryClinton/status/786938507717640193,FALSE,"What's ""smart"" about not funding America's military, schools, or health care for kids?http://hrc.io/2e3q3FqåÊ",HillaryClinton
14,10/10,2016,7.87E+17,/HillaryClinton/status/786928644056834048,FALSE,"""If you vote for someone other than Hillary‰ÛÓor if you don't vote at all‰ÛÓthen you are helping to elect her opponent."" ‰ÛÓ@FLOTUSpic.twitter.com/KNVEzwjPaT",HillaryClinton
15,10/10,2016,7.87E+17,/HillaryClinton/status/786898075444924420,FALSE,"""If we let Hillary's opponent win this election, then we are sending a clear message to our kids."" ‰ÛÓ@FLOTUS http://IWillVote.comåÊpic.twitter.com/wU4W9Dh9u8",HillaryClinton
16,10/10,2016,7.87E+17,/HillaryClinton/status/786658289555832834,FALSE,Every minute of Michelle Obama‰Ûªs 30 minute speech today is worth watching.http://www.snappytv.com/tc/3005336åÊ,HillaryClinton
17,10/10,2016,7.87E+17,/HillaryClinton/status/786638992741638144,FALSE,".@FLOTUS, I'm in awe. Thanks for putting into words what's in so many of our hearts. -H",HillaryClinton
18,10/11,2016,7.86E+17,/HillaryClinton/status/785894612686757888,FALSE,"Coming out often takes incredible courage. On #NationalComingOutDay, let's honor that courage by showing LGBT Americans we're with them.pic.twitter.com/LBhyK1Ounm",HillaryClinton
19,10/11,2016,7.86E+17,/HillaryClinton/status/785851326521569280,FALSE,Every single American deserves full equality under our laws‰ÛÓno matter who you are or who you love. #NationalComingOutDaypic.twitter.com/clQIZsXcyk,HillaryClinton
20,10/4,2016,7.83E+17,/HillaryClinton/status/783474948845305856,FALSE,"""I can't imagine how Governor Pence can defend the insult-driven, selfish, me-first style of Donald Trump."" ‰ÛÓ@TimKaine #VPDebate",HillaryClinton
21,10/4,2016,7.83E+17,/HillaryClinton/status/783473957617954820,FALSE,"Thanks for the kind words, Mike. #VPDebatepic.twitter.com/DfObNG1PM3",HillaryClinton
22,10/4,2016,7.83E+17,/HillaryClinton/status/783468914487492609,FALSE,RT to let @TimKaine know you've got his back tonight. #VPDebatepic.twitter.com/XzjUE0cfnp,HillaryClinton
23,10/4,2016,7.83E+17,/HillaryClinton/status/783450692879081472,FALSE,"Number of times Trump has tweeted at @Rosie: 65Number of times Trump has tweeted in support of Mike Pence, his running mate: 21 #VPDebate",HillaryClinton
24,10/4,2016,7.83E+17,/HillaryClinton/status/783445177427955713,FALSE,".@TimKaine's spent his whole life fighting for working families, so I have no doubt he'll do the same tonight. Go get 'em, Tim. -H",HillaryClinton
25,10/4,2016,7.83E+17,/HillaryClinton/status/783440463122554880,FALSE,"If Trump's decisiveness in choosing Mike Pence as his running mate is any indication, he'll be great at making hard decisions as president.pic.twitter.com/nuqjdkqAEk",HillaryClinton
